1979|2020-06-02|MO|23|JUN|2|2020|0
1980|2020-06-03|TU|23|JUN|2|2020|0
1981|2020-06-04|WE|23|JUN|2|2020|0
1982|2020-06-05|TH|23|JUN|2|2020|0
1983|2020-06-06|FR|23|JUN|2|2020|0
1984|2020-06-07|SA|24|JUN|2|2020|0
1985|2020-06-08|SU|24|JUN|2|2020|0
1986|2020-06-09|MO|24|JUN|2|2020|0
1987|2020-06-10|TU|24|JUN|2|2020|0
1988|2020-06-11|WE|24|JUN|2|2020|0
1989|2020-06-12|TH|24|JUN|2|2020|0
1990|2020-06-13|FR|24|JUN|2|2020|0
1991|2020-06-14|SA|25|JUN|2|2020|0
1992|2020-06-15|SU|25|JUN|2|2020|0
1993|2020-06-16|MO|25|JUN|2|2020|0
1994|2020-06-17|TU|25|JUN|2|2020|0
1995|2020-06-18|WE|25|JUN|2|2020|0
1996|2020-06-19|TH|25|JUN|2|2020|0
1997|2020-06-20|FR|25|JUN|2|2020|0
1998|2020-06-21|SA|26|JUN|2|2020|0
1999|2020-06-22|SU|26|JUN|2|2020|0
2000|2020-06-23|MO|26|JUN|2|2020|0
2001|2020-06-24|TU|26|JUN|2|2020|0
2002|2020-06-25|WE|26|JUN|2|2020|0
2003|2020-06-26|TH|26|JUN|2|2020|0
2004|2020-06-27|FR|26|JUN|2|2020|0
2005|2020-06-28|SA|27|JUN|2|2020|0
2006|2020-06-29|SU|27|JUN|2|2020|0
2007|2020-06-30|MO|27|JUN|2|2020|0
2008|2020-07-01|TU|27|JUL|3|2020|0
2009|2020-07-02|WE|27|JUL|3|2020|0
2010|2020-07-03|TH|27|JUL|3|2020|0
2011|2020-07-04|FR|27|JUL|3|2020|1
2012|2020-07-05|SA|28|JUL|3|2020|0
2013|2020-07-06|SU|28|JUL|3|2020|0
2014|2020-07-07|MO|28|JUL|3|2020|0
2015|2020-07-08|TU|28|JUL|3|2020|0
2016|2020-07-09|WE|28|JUL|3|2020|0
2017|2020-07-10|TH|28|JUL|3|2020|0
2018|2020-07-11|FR|28|JUL|3|2020|0
2019|2020-07-12|SA|29|JUL|3|2020|0
2020|2020-07-13|SU|29|JUL|3|2020|0
2021|2020-07-14|MO|29|JUL|3|2020|0
2022|2020-07-15|TU|29|JUL|3|2020|0
2023|2020-07-16|WE|29|JUL|3|2020|0
2024|2020-07-17|TH|29|JUL|3|2020|0
2025|2020-07-18|FR|29|JUL|3|2020|0
2026|2020-07-19|SA|30|JUL|3|2020|0
2027|2020-07-20|SU|30|JUL|3|2020|0
2028|2020-07-21|MO|30|JUL|3|2020|0
2029|2020-07-22|TU|30|JUL|3|2020|0
2030|2020-07-23|WE|30|JUL|3|2020|0
2031|2020-07-24|TH|30|JUL|3|2020|0
2032|2020-07-25|FR|30|JUL|3|2020|0
2033|2020-07-26|SA|31|JUL|3|2020|0
2034|2020-07-27|SU|31|JUL|3|2020|0
2035|2020-07-28|MO|31|JUL|3|2020|0
2036|2020-07-29|TU|31|JUL|3|2020|0
2037|2020-07-30|WE|31|JUL|3|2020|0
2038|2020-07-31|TH|31|JUL|3|2020|0
2039|2020-08-01|FR|31|AUG|3|2020|0
2040|2020-08-02|SA|32|AUG|3|2020|0
2041|2020-08-03|SU|32|AUG|3|2020|0
2042|2020-08-04|MO|32|AUG|3|2020|0
2043|2020-08-05|TU|32|AUG|3|2020|0
2044|2020-08-06|WE|32|AUG|3|2020|0
2045|2020-08-07|TH|32|AUG|3|2020|0
2046|2020-08-08|FR|32|AUG|3|2020|0
2047|2020-08-09|SA|33|AUG|3|2020|0
2048|2020-08-10|SU|33|AUG|3|2020|0
2049|2020-08-11|MO|33|AUG|3|2020|0
2050|2020-08-12|TU|33|AUG|3|2020|0
2051|2020-08-13|WE|33|AUG|3|2020|0
2052|2020-08-14|TH|33|AUG|3|2020|0
2053|2020-08-15|FR|33|AUG|3|2020|0
2054|2020-08-16|SA|34|AUG|3|2020|0
2055|2020-08-17|SU|34|AUG|3|2020|0
2056|2020-08-18|MO|34|AUG|3|2020|0
2057|2020-08-19|TU|34|AUG|3|2020|0
2058|2020-08-20|WE|34|AUG|3|2020|0
2059|2020-08-21|TH|34|AUG|3|2020|0
2060|2020-08-22|FR|34|AUG|3|2020|0
2061|2020-08-23|SA|35|AUG|3|2020|0
2062|2020-08-24|SU|35|AUG|3|2020|0
2063|2020-08-25|MO|35|AUG|3|2020|0
2064|2020-08-26|TU|35|AUG|3|2020|0
2065|2020-08-27|WE|35|AUG|3|2020|0
2066|2020-08-28|TH|35|AUG|3|2020|0
2067|2020-08-29|FR|35|AUG|3|2020|0
2068|2020-08-30|SA|36|AUG|3|2020|0
2069|2020-08-31|SU|36|AUG|3|2020|0
2070|2020-09-01|MO|36|SEP|3|2020|1
2071|2020-09-02|TU|36|SEP|3|2020|0
2072|2020-09-03|WE|36|SEP|3|2020|0
2073|2020-09-04|TH|36|SEP|3|2020|0
2074|2020-09-05|FR|36|SEP|3|2020|0
2075|2020-09-06|SA|37|SEP|3|2020|0
2076|2020-09-07|SU|37|SEP|3|2020|0
2077|2020-09-08|MO|37|SEP|3|2020|0
2078|2020-09-09|TU|37|SEP|3|2020|0
2079|2020-09-10|WE|37|SEP|3|2020|0
2080|2020-09-11|TH|37|SEP|3|2020|0
2081|2020-09-12|FR|37|SEP|3|2020|0
2082|2020-09-13|SA|38|SEP|3|2020|0
2083|2020-09-14|SU|38|SEP|3|2020|0
2084|2020-09-15|MO|38|SEP|3|2020|0
2085|2020-09-16|TU|38|SEP|3|2020|0
2086|2020-09-17|WE|38|SEP|3|2020|0
2087|2020-09-18|TH|38|SEP|3|2020|0
2088|2020-09-19|FR|38|SEP|3|2020|0
2089|2020-09-20|SA|39|SEP|3|2020|0
2090|2020-09-21|SU|39|SEP|3|2020|0
2091|2020-09-22|MO|39|SEP|3|2020|0
2092|2020-09-23|TU|39|SEP|3|2020|0
2093|2020-09-24|WE|39|SEP|3|2020|0
2094|2020-09-25|TH|39|SEP|3|2020|0
2095|2020-09-26|FR|39|SEP|3|2020|0
2096|2020-09-27|SA|40|SEP|3|2020|0
2097|2020-09-28|SU|40|SEP|3|2020|0
2098|2020-09-29|MO|40|SEP|3|2020|0
2099|2020-09-30|TU|40|SEP|3|2020|0
2100|2020-10-01|WE|40|OCT|4|2020|0
2101|2020-10-02|TH|40|OCT|4|2020|0
2102|2020-10-03|FR|40|OCT|4|2020|0
2103|2020-10-04|SA|41|OCT|4|2020|0
2104|2020-10-05|SU|41|OCT|4|2020|0
2105|2020-10-06|MO|41|OCT|4|2020|0
2106|2020-10-07|TU|41|OCT|4|2020|0
2107|2020-10-08|WE|41|OCT|4|2020|0
2108|2020-10-09|TH|41|OCT|4|2020|0
2109|2020-10-10|FR|41|OCT|4|2020|0
2110|2020-10-11|SA|42|OCT|4|2020|0
2111|2020-10-12|SU|42|OCT|4|2020|0
2112|2020-10-13|MO|42|OCT|4|2020|0
2113|2020-10-14|TU|42|OCT|4|2020|0
2114|2020-10-15|WE|42|OCT|4|2020|0
2115|2020-10-16|TH|42|OCT|4|2020|0
2116|2020-10-17|FR|42|OCT|4|2020|0
2117|2020-10-18|SA|43|OCT|4|2020|0
2118|2020-10-19|SU|43|OCT|4|2020|0
2119|2020-10-20|MO|43|OCT|4|2020|0
2120|2020-10-21|TU|43|OCT|4|2020|0
2121|2020-10-22|WE|43|OCT|4|2020|0
2122|2020-10-23|TH|43|OCT|4|2020|0
2123|2020-10-24|FR|43|OCT|4|2020|0
2124|2020-10-25|SA|44|OCT|4|2020|0
2125|2020-10-26|SU|44|OCT|4|2020|0
2126|2020-10-27|MO|44|OCT|4|2020|0
2127|2020-10-28|TU|44|OCT|4|2020|0
2128|2020-10-29|WE|44|OCT|4|2020|0
2129|2020-10-30|TH|44|OCT|4|2020|0
2130|2020-10-31|FR|45|OCT|4|2020|0
2131|2020-11-01|SA|45|NOV|4|2020|0
2132|2020-11-02|SU|45|NOV|4|2020|0
2133|2020-11-03|MO|45|NOV|4|2020|0
2134|2020-11-04|TU|45|NOV|4|2020|0
2135|2020-11-05|WE|45|NOV|4|2020|0
2136|2020-11-06|TH|45|NOV|4|2020|0
2137|2020-11-07|FR|45|NOV|4|2020|0
2138|2020-11-08|SA|46|NOV|4|2020|0
2139|2020-11-09|SU|46|NOV|4|2020|0
2140|2020-11-10|MO|46|NOV|4|2020|0
2141|2020-11-11|TU|46|NOV|4|2020|0
2142|2020-11-12|WE|46|NOV|4|2020|0
2143|2020-11-13|TH|46|NOV|4|2020|0
2144|2020-11-14|FR|46|NOV|4|2020|0
2145|2020-11-15|SA|47|NOV|4|2020|0
2146|2020-11-16|SU|47|NOV|4|2020|0
2147|2020-11-17|MO|47|NOV|4|2020|0
2148|2020-11-18|TU|47|NOV|4|2020|0
2149|2020-11-19|WE|47|NOV|4|2020|0
2150|2020-11-20|TH|47|NOV|4|2020|0
2151|2020-11-21|FR|47|NOV|4|2020|0
2152|2020-11-22|SA|48|NOV|4|2020|0
2153|2020-11-23|SU|48|NOV|4|2020|0
2154|2020-11-24|MO|48|NOV|4|2020|0
2155|2020-11-25|TU|48|NOV|4|2020|0
2156|2020-11-26|WE|48|NOV|4|2020|0
2157|2020-11-27|TH|48|NOV|4|2020|1
2158|2020-11-28|FR|48|NOV|4|2020|0
2159|2020-11-29|SA|49|NOV|4|2020|0
2160|2020-11-30|SU|49|NOV|4|2020|0
2161|2020-12-01|MO|49|DEC|4|2020|0
2162|2020-12-02|TU|49|DEC|4|2020|0
2163|2020-12-03|WE|49|DEC|4|2020|0
2164|2020-12-04|TH|49|DEC|4|2020|0
2165|2020-12-05|FR|49|DEC|4|2020|0
2166|2020-12-06|SA|50|DEC|4|2020|0
2167|2020-12-07|SU|50|DEC|4|2020|0
2168|2020-12-08|MO|50|DEC|4|2020|0
2169|2020-12-09|TU|50|DEC|4|2020|0
2170|2020-12-10|WE|50|DEC|4|2020|0
2171|2020-12-11|TH|50|DEC|4|2020|0
2172|2020-12-12|FR|50|DEC|4|2020|0
2173|2020-12-13|SA|51|DEC|4|2020|0
2174|2020-12-14|SU|51|DEC|4|2020|0
2175|2020-12-15|MO|51|DEC|4|2020|0
2176|2020-12-16|TU|51|DEC|4|2020|0
2177|2020-12-17|WE|51|DEC|4|2020|0
2178|2020-12-18|TH|51|DEC|4|2020|0
2179|2020-12-19|FR|51|DEC|4|2020|0
2180|2020-12-20|SA|52|DEC|4|2020|0
2181|2020-12-21|SU|52|DEC|4|2020|0
2182|2020-12-22|MO|52|DEC|4|2020|0
2183|2020-12-23|TU|52|DEC|4|2020|0
2184|2020-12-24|WE|52|DEC|4|2020|0
2185|2020-12-25|TH|52|DEC|4|2020|1
2186|2020-12-26|FR|52|DEC|4|2020|1
2187|2020-12-27|SA|53|DEC|4|2020|0
2188|2020-12-28|SU|53|DEC|4|2020|0
2189|2020-12-29|MO|53|DEC|4|2020|0
2190|2020-12-30|TU|53|DEC|4|2020|0
2191|2020-12-31|WE|53|DEC|4|2020|0
